 91981/100000: episode: 2367, duration: 2.919s, episode steps:  27, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.259 [0.000, 3.000],  loss: 0.001972, mae: 0.272051, mean_q: 0.381847, mean_eps: 0.917230
 25864/100000: episode: 670, duration: 0.079s, episode steps:  26, steps per second: 328, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.192 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25891/100000: episode: 671, duration: 0.081s, episode steps:  27, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.556 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25916/100000: episode: 672, duration: 0.085s, episode steps:  25, steps per second: 293, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.240 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25948/100000: episode: 673, duration: 0.089s, episode steps:  32, steps per second: 361, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.812 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 25976/100000: episode: 674, duration: 0.080s, episode steps:  28, steps per second: 349, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.607 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26005/100000: episode: 675, duration: 0.098s, episode steps:  29, steps per second: 295, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.172 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26033/100000: episode: 676, duration: 0.097s, episode steps:  28, steps per second: 289, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.821 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26060/100000: episode: 677, duration: 0.084s, episode steps:  27, steps per second: 321, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.407 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26086/100000: episode: 678, duration: 0.089s, episode steps:  26, steps per second: 293, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.269 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26168/100000: episode: 679, duration: 0.235s, episode steps:  82, steps per second: 349, episode reward:  1.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 1.402 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26199/100000: episode: 680, duration: 0.093s, episode steps:  31, steps per second: 332, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.774 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26237/100000: episode: 681, duration: 0.109s, episode steps:  38, steps per second: 348, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.447 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26272/100000: episode: 682, duration: 0.108s, episode steps:  35, steps per second: 323, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.229 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26298/100000: episode: 683, duration: 0.077s, episode steps:  26, steps per second: 339, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.346 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26326/100000: episode: 684, duration: 0.096s, episode steps:  28, steps per second: 291, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.321 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26354/100000: episode: 685, duration: 0.094s, episode steps:  28, steps per second: 297, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.571 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26384/100000: episode: 686, duration: 0.089s, episode steps:  30, steps per second: 336, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.433 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26409/100000: episode: 687, duration: 0.091s, episode steps:  25, steps per second: 275, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26434/100000: episode: 688, duration: 0.077s, episode steps:  25, steps per second: 324, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.520 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26514/100000: episode: 689, duration: 0.226s, episode steps:  80, steps per second: 354, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.475 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26540/100000: episode: 690, duration: 0.080s, episode steps:  26, steps per second: 325, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.346 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26569/100000: episode: 691, duration: 0.085s, episode steps:  29, steps per second: 339, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.207 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26623/100000: episode: 692, duration: 0.158s, episode steps:  54, steps per second: 342, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.426 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26649/100000: episode: 693, duration: 0.075s, episode steps:  26, steps per second: 346, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.115 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26682/100000: episode: 694, duration: 0.098s, episode steps:  33, steps per second: 338, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.545 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26707/100000: episode: 695, duration: 0.101s, episode steps:  25, steps per second: 247, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26733/100000: episode: 696, duration: 0.081s, episode steps:  26, steps per second: 322, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.769 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26761/100000: episode: 697, duration: 0.086s, episode steps:  28, steps per second: 326, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.214 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26790/100000: episode: 698, duration: 0.093s, episode steps:  29, steps per second: 312, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.345 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26815/100000: episode: 699, duration: 0.076s, episode steps:  25, steps per second: 327, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.200 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26840/100000: episode: 700, duration: 0.074s, episode steps:  25, steps per second: 336, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26867/100000: episode: 701, duration: 0.135s, episode steps:  27, steps per second: 200, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.963 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26899/100000: episode: 702, duration: 0.149s, episode steps:  32, steps per second: 214, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.562 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 26925/100000: episode: 703, duration: 0.142s, episode steps:  26, steps per second: 183, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.231 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27027/100000: episode: 704, duration: 0.433s, episode steps: 102, steps per second: 236, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.529 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27056/100000: episode: 705, duration: 0.133s, episode steps:  29, steps per second: 219, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.621 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27132/100000: episode: 706, duration: 0.326s, episode steps:  76, steps per second: 233, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.329 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27164/100000: episode: 707, duration: 0.149s, episode steps:  32, steps per second: 214, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.688 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27191/100000: episode: 708, duration: 0.139s, episode steps:  27, steps per second: 195, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.778 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27216/100000: episode: 709, duration: 0.131s, episode steps:  25, steps per second: 191, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.560 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27242/100000: episode: 710, duration: 0.131s, episode steps:  26, steps per second: 199, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.577 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27267/100000: episode: 711, duration: 0.118s, episode steps:  25, steps per second: 211, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.360 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27294/100000: episode: 712, duration: 0.135s, episode steps:  27, steps per second: 200, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.630 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27349/100000: episode: 713, duration: 0.247s, episode steps:  55, steps per second: 223, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.382 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27375/100000: episode: 714, duration: 0.116s, episode steps:  26, steps per second: 224, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.615 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27530/100000: episode: 715, duration: 0.613s, episode steps: 155, steps per second: 253, episode reward:  4.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 1.606 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27555/100000: episode: 716, duration: 0.116s, episode steps:  25, steps per second: 216, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.320 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27580/100000: episode: 717, duration: 0.113s, episode steps:  25, steps per second: 221, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.360 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27635/100000: episode: 718, duration: 0.254s, episode steps:  55, steps per second: 216, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.582 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27662/100000: episode: 719, duration: 0.141s, episode steps:  27, steps per second: 191, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.630 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27687/100000: episode: 720, duration: 0.109s, episode steps:  25, steps per second: 230, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 0.960 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27740/100000: episode: 721, duration: 0.144s, episode steps:  53, steps per second: 368, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.528 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27812/100000: episode: 722, duration: 0.204s, episode steps:  72, steps per second: 353, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.708 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27845/100000: episode: 723, duration: 0.095s, episode steps:  33, steps per second: 349, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.848 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27871/100000: episode: 724, duration: 0.076s, episode steps:  26, steps per second: 344, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.731 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27898/100000: episode: 725, duration: 0.096s, episode steps:  27, steps per second: 281, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.556 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 27969/100000: episode: 726, duration: 0.193s, episode steps:  71, steps per second: 368, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.437 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28040/100000: episode: 727, duration: 0.218s, episode steps:  71, steps per second: 326, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.465 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28165/100000: episode: 728, duration: 0.335s, episode steps: 125, steps per second: 373, episode reward:  2.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.632 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28242/100000: episode: 729, duration: 0.206s, episode steps:  77, steps per second: 374, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.455 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28267/100000: episode: 730, duration: 0.093s, episode steps:  25, steps per second: 268, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.200 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28300/100000: episode: 731, duration: 0.098s, episode steps:  33, steps per second: 336, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.545 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28325/100000: episode: 732, duration: 0.076s, episode steps:  25, steps per second: 328, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.640 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28350/100000: episode: 733, duration: 0.089s, episode steps:  25, steps per second: 282, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.320 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28379/100000: episode: 734, duration: 0.096s, episode steps:  29, steps per second: 302, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.379 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28404/100000: episode: 735, duration: 0.075s, episode steps:  25, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 0.960 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28460/100000: episode: 736, duration: 0.170s, episode steps:  56, steps per second: 329, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.643 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28490/100000: episode: 737, duration: 0.096s, episode steps:  30, steps per second: 313, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.933 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28515/100000: episode: 738, duration: 0.082s, episode steps:  25, steps per second: 306, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 0.840 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28546/100000: episode: 739, duration: 0.107s, episode steps:  31, steps per second: 290, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.645 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28574/100000: episode: 740, duration: 0.086s, episode steps:  28, steps per second: 324, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.393 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28599/100000: episode: 741, duration: 0.075s, episode steps:  25, steps per second: 333, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28624/100000: episode: 742, duration: 0.090s, episode steps:  25, steps per second: 278, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.240 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 28649/100000: episode: 743, duration: 0.080s, episode steps:  25, steps per second: 313, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.360 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
